"","Method.a","Method.b","Method.c","Method.d","Method.e","N","INT","X1_p_missing","X4_p_missing"
"1",0.439477746355103,1.06001927288915,0.887956893857985,0.539147476780618,1.01652295273313,100,0.5,0.492537313432836,0.785714285714286
"2",0.801102074107984,0.75181521349663,0.872920468148672,0.946944331115333,0.975122095586785,100,1,0.333333333333333,0.428571428571429
"3",0.566606576312187,0.472118457982786,0.248733089843755,0.606907584772373,0.68809479606255,100,1.5,0.234567901234568,0.265822784810127
"4",0.508187237590121,0.783688908586182,0.894758270827887,0.669099426429963,0.670811372913106,100,2,0.19047619047619,0.0989010989010989
"5",0.719376054803272,0.813368825917009,0.446160215326083,0.888858623772884,0.801878106501236,200,0.5,0.612903225806452,0.709401709401709
"6",1.14548792846578,0.962174257292717,0.78964208745043,1.09368785613402,0.97891203870998,200,1,0.30718954248366,0.298701298701299
"7",1.05789399131016,0.977006193973879,0.81991302116507,1.04702576421834,1.12628376629669,200,1.5,0.273885350318471,0.290322580645161
"8",1.02133885105496,0.924315335265316,0.827843255317726,1.37223610215724,1.07650055360732,200,2,0.136363636363636,0.169590643274854
"9",0.890198794429275,0.697137808033535,0.541919924505671,1.0446133708727,0.883092151361803,300,0.5,0.522842639593909,0.55440414507772
"10",1.14849396847297,1.06581745890121,0.9065492001644,1.03935142936999,1.12041952736466,300,1,0.304347826086957,0.345291479820628
"11",0.975574646787494,1.02512516071728,0.880375884408876,1.10582117469061,1.04650969314714,300,1.5,0.204819277108434,0.304347826086957
"12",1.14093757811052,1.2336829346764,1.22229912105106,1.32816893528159,1.24135097334915,300,2,0.12781954887218,0.123595505617978
"13",1.29373658896203,1.30333860400259,1.15723678415984,1.43159665472193,1.33052346537916,400,0.5,0.574803149606299,0.587301587301587
"14",0.974703326611691,0.696845955238565,0.621228290107497,0.896741970548297,0.921193587917353,400,1,0.346801346801347,0.355932203389831
"15",0.745403815221949,0.796785960462247,0.661686355940605,0.840317987928846,0.926206190975976,400,1.5,0.21580547112462,0.242236024844721
"16",0.770176544369257,0.69471453133997,0.586746572244521,0.877029294815767,0.696841437548564,400,2,0.146131805157593,0.152737752161383
"17",1.20745576942816,0.973654282115045,0.766939822119139,0.93873981925402,1.1288827902635,500,0.5,0.572327044025157,0.65016501650165
"18",0.776364548595384,0.851009441055201,0.815495755993133,0.982297691057081,1.05732486774305,500,1,0.388888888888889,0.322751322751323
"19",1.16828425507732,1.19234730553544,1.16079700976503,1.17650314818771,1.20188486831323,500,1.5,0.213592233009709,0.231527093596059
"20",0.94165179410168,0.85783154238086,0.755993822441285,0.941939208239922,0.879605834244867,500,2,0.152073732718894,0.179245283018868
"21",1.19750317216031,1.0746359070066,0.852644585746594,1.31588235427471,1.17581933063796,100,0.5,0.470588235294118,0.785714285714286
"22",0.654542860197175,0.893100994761563,0.40494217646619,0.514232660941734,0.941279272346649,100,1,0.449275362318841,0.315789473684211
"23",0.853016170258492,0.927052200779939,0.775994354147554,0.767828742452965,1.08841597123562,100,1.5,0.265822784810127,0.219512195121951
"24",1.41266573488916,1.36048165449012,1.32586917205482,1.65331714287171,1.47712186101054,100,2,0.162790697674419,0.149425287356322
"25",0.464130626915919,0.455271788071623,0.367918569065667,-0.175710701559788,0.0526054049621752,200,0.5,0.626016260162602,0.709401709401709
"26",1.04357735300405,0.943878676656487,0.71766090356807,1.27485692643152,1.13038352459153,200,1,0.30718954248366,0.324503311258278
"27",0.879591582750878,0.739925259425149,0.679721025915025,0.891546464900894,0.655644000468433,200,1.5,0.197604790419162,0.197604790419162
"28",0.920088848125711,0.953350232272098,0.92194823669017,0.989646170385005,1.04475172774158,200,2,0.149425287356322,0.123595505617978
"29",1.03542636121669,1.04522518262058,0.804836658946067,1.03231966400609,0.895710804749701,300,0.5,0.587301587301587,0.694915254237288
"30",0.873611111883373,0.80336231035132,0.606826534732614,1.06707070206854,0.994593263092167,300,1,0.333333333333333,0.401869158878505
"31",1.12966861407685,0.971570755722571,0.918210424297092,1.18136992087312,1.07160002944038,300,1.5,0.214574898785425,0.195219123505976
"32",0.812537033362972,0.900299838633019,0.690446745708779,1.06652116706305,1.00351593068767,300,2,0.119402985074627,0.162790697674419
"33",1.39285704738298,1.18336651511682,0.830375508827886,1.19189379380666,1.27657843736789,400,0.5,0.538461538461538,0.646090534979424
"34",0.979401276615601,0.849725632141974,0.870914338097907,1.02263366865454,0.992505914749111,400,1,0.346801346801347,0.379310344827586
"35",0.976030740102167,0.950989693100258,0.858025088617518,0.889855324978545,0.971168989128975,400,1.5,0.242236024844721,0.208459214501511
"36",0.733261537262573,0.784123021294881,0.821795846780945,0.758011077733608,0.73298084500476,400,2,0.120448179271709,0.186943620178042
"37",0.980563379178414,0.700633281009477,0.55791097585647,0.887690519640387,0.724849879432558,500,0.5,0.533742331288344,0.666666666666667
"38",1.35638113639198,1.35563352493168,1.1105960288246,1.55798412259359,1.4792133162712,500,1,0.347708894878706,0.373626373626374
"39",0.870575882782024,0.771227107409876,0.663679674535954,0.556988821618821,0.900320865930553,500,1.5,0.285347043701799,0.298701298701299
"40",1.06001118801673,1.19784509192207,1.1642875591496,1.2210862310183,1.1680948943305,500,2,0.111111111111111,0.133786848072562
"41",0.270795870768711,1.20325827438112,0.744105667549747,0.808813232075847,0.664913547576709,100,0.5,0.388888888888889,0.587301587301587
"42",0.35345985928914,0.589991701047285,0.748924312571667,0.85046684833386,0.750672141243195,100,1,0.36986301369863,0.333333333333333
"43",1.00424024339207,1.05398703848363,0.919741508723338,1.34048017732032,1.2092412438668,100,1.5,0.282051282051282,0.265822784810127
"44",1.63478342983484,1.79796081654306,1.64658553398823,1.92506302394905,1.93464141649429,100,2,0.123595505617978,0.176470588235294
"45",0.543219746876471,0.849808426983961,0.736146328957779,0.7160815378893,1.00188858071395,200,0.5,0.587301587301587,0.574803149606299
"46",0.509311116097907,0.688222115142109,0.624388649758581,0.794016230809579,0.630450098909278,200,1,0.481481481481481,0.45985401459854
"47",1.05337153089165,0.994889025525553,0.865199329911365,1.15158023907993,1.07598170539816,200,1.5,0.212121212121212,0.242236024844721
"48",1.10649618989273,0.950895309361304,0.885627719178489,1.45331040106716,1.30829216947526,200,2,0.123595505617978,0.111111111111111
"49",0.716560593128434,0.691190021982354,0.454143662048944,0.808387147809037,0.843122814382602,300,0.5,0.685393258426966,0.704545454545455
"50",1.37828341157834,0.897200640753547,0.624784662389114,1.21146458198771,1.10751996203006,300,1,0.376146788990826,0.351351351351351
"51",0.905653929907762,0.733821928759727,0.597263482454626,0.790355626087277,0.758227251389706,300,1.5,0.239669421487603,0.195219123505976
"52",1.14792039050298,1.13745409788932,1.06037571213828,1.33511474367843,1.16370308595633,300,2,0.162790697674419,0.123595505617978
"53",1.15644710164865,0.960884642062029,0.690697607724683,1.11603571237718,0.999659438612671,400,0.5,0.556420233463035,0.63265306122449
"54",1.16500345002793,1.2330013539129,1.00799095752383,1.32205117387661,1.22583409393542,400,1,0.333333333333333,0.388888888888889
"55",0.991918427769848,0.956926100762671,0.794446527558673,0.821504462011715,0.935862553428253,400,1.5,0.176470588235294,0.26984126984127
"56",0.661662980226,0.899176202320353,0.818659741585216,0.704231114284324,0.769698669109282,400,2,0.123595505617978,0.162790697674419
"57",0.920370836494731,0.976073008468569,0.778747405483077,1.09167569212251,1.04784564026602,500,0.5,0.501501501501502,0.798561151079137
"58",1.07151231058434,0.872410716005753,0.770663153395059,1.03450080109279,0.894194259398488,500,1,0.355013550135501,0.340482573726542
"59",0.714894585698573,0.698679001649042,0.678298377158502,0.829216373550045,0.728249064956791,500,1.5,0.184834123222749,0.228501228501229
"60",0.726696010919428,0.695952902514134,0.5788004996008,0.741721879037915,0.762815008604944,500,2,0.136363636363636,0.168224299065421
"61",0.0447615438876033,-0.56512551906809,-0.744154279229826,0.59450593895191,0.255174439248102,100,0.5,0.724137931034483,0.428571428571429
"62",0.15667130265082,0.0951563916560686,-0.0529773356268545,-0.0146657655542612,0.155094268164779,100,1,0.282051282051282,0.265822784810127
"63",1.39559886362384,1.41672217832531,1.17043443927985,1.19612724645199,1.25633468563969,100,1.5,0.204819277108434,0.265822784810127
"64",0.915442429344347,0.868830878328231,0.758674843152562,0.797850308106026,0.917569513002932,100,2,0.111111111111111,0.176470588235294
"65",0.955981236313566,1.24883447927334,1.01501517587228,1.06361467071207,1.14653143560363,200,0.5,0.680672268907563,0.652892561983471
"66",0.55489696940184,0.529335934613567,0.401993516547742,0.815233142521341,0.804905551271883,200,1,0.333333333333333,0.324503311258278
"67",0.582274920857455,0.765479074072357,0.871263746442187,0.756667576347546,0.757005483613258,200,1.5,0.183431952662722,0.234567901234568
"68",0.866371859158099,0.941138046112988,0.837286307682698,1.12857556362322,0.948985921390527,200,2,0.104972375690608,0.111111111111111
"69",1.07399771804736,0.649652185339368,0.443903405617558,1.09996549364726,1.0430414619363,300,0.5,0.639344262295082,0.666666666666667
"70",0.779922098300219,0.799696055994536,0.614061798570203,0.900782149163181,0.814106991582882,300,1,0.442307692307692,0.36986301369863
"71",1.12776195287158,0.941200434383085,0.903243718118941,1.05970137715205,0.999378770492993,300,1.5,0.149425287356322,0.260504201680672
"72",1.09987096221661,1.11707317157399,1.02676928594293,1.15457896352937,1.14444725896162,300,2,0.149425287356322,0.167315175097276
"73",0.648589596124065,0.668348166762082,0.533908722429731,0.802047852299537,0.574505920734063,400,0.5,0.538461538461538,0.574803149606299
"74",0.813247279138001,0.812494711591129,0.771335774599736,0.845987160863473,0.904230218499612,400,1,0.360544217687075,0.384083044982699
"75",0.40441007366893,0.544451513207175,0.490485764168238,0.604731779058981,0.501353799857825,400,1.5,0.204819277108434,0.261829652996845
"76",1.16529920660449,1.00791011377272,0.912943905581143,1.0593000026865,1.06598700539529,400,2,0.120448179271709,0.162790697674419
"77",1.39910839090801,1.10172361558501,0.912704735309276,1.18002546530482,1.22408838397048,500,0.5,0.592356687898089,0.718213058419244
"78",1.1298324787111,1.04265465806583,0.912543823872515,1.21506139587878,1.12887218806363,500,1,0.388888888888889,0.41643059490085
"79",0.803341581601005,0.824418135282287,0.818426428637228,0.918654892595843,0.849316376721433,500,1.5,0.196172248803828,0.210653753026634
"80",1.04393071708529,1.14663610413325,1.14853483723709,1.12477521200326,1.18226680414445,500,2,0.149425287356322,0.165501165501166
"81",1.29136749864032,1.32717997955252,1.10110037851881,1.73291965994454,1.33739378309156,100,0.5,0.449275362318841,0.5625
"82",1.91178713299284,1.05971183723757,0.691048812008256,1.21531323778598,1.56687365344849,100,1,0.333333333333333,0.298701298701299
"83",1.62535073550668,1.67907437092767,1.49217486638252,1.83510161773252,1.6455248136798,100,1.5,0.265822784810127,0.265822784810127
"84",1.22268200769722,1.01993538912614,1.13421103071694,0.956249260616893,1.08656835098253,100,2,0.176470588235294,0.162790697674419
"85",1.34359328472909,0.996419360898365,0.604271565930995,0.72397863901912,0.95860511255639,200,0.5,0.6,0.503759398496241
"86",0.998788401175749,0.942183618062563,0.832947308730166,0.591561439731764,0.788641584025651,200,1,0.342281879194631,0.398601398601399
"87",0.822313279369428,0.716088258611931,0.696493145341266,0.927653797304025,0.768240881051321,200,1.5,0.149425287356322,0.242236024844721
"88",0.326415198397311,0.471302798625277,0.537870807376929,0.378984804231907,0.369807195534605,200,2,0.149425287356322,0.11731843575419
"89",0.914543799876829,0.906561808683762,0.707379521923851,0.950612053373061,1.0068424760492,300,0.5,0.456310679611651,0.734104046242775
"90",0.836798331329395,0.826102236538925,0.755145500416142,0.771417027368843,0.793980819738517,300,1,0.382488479262673,0.351351351351351
"91",1.11547342300623,1.28530772901908,1.05404696362289,1.42297830000763,1.28336757180599,300,1.5,0.282051282051282,0.255230125523013
"92",1.0762843909739,0.875996266925595,0.823025586275997,0.960294222535774,0.836747474103965,300,2,0.111111111111111,0.149425287356322
"93",0.875656313898694,0.862797703771541,0.609735462104574,0.528221594938041,0.700591132772152,400,0.5,0.5625,0.619433198380567
"94",0.937071670701051,0.777727513807131,0.766814349040652,0.909956591446933,0.889238301599254,400,1,0.315789473684211,0.428571428571429
"95",0.983569925172375,1.03204009896793,1.00408105746422,0.859848957786449,1.09669169424817,400,1.5,0.223241590214067,0.253918495297806
"96",0.94347980431036,0.841948472976237,0.702993478463523,1.10685351263378,1.05353821363381,400,2,0.136363636363636,0.120448179271709
"97",0.892423335661984,0.725762635848828,0.504404490091127,0.925835135185537,0.86420887195429,500,0.5,0.577287066246057,0.515151515151515
"98",1.16506792086149,0.884294821710184,0.750915433211421,1.14642422309387,1.0299065459181,500,1,0.366120218579235,0.449275362318841
"99",0.61916793205651,0.651281974246148,0.568603763914299,0.633481558677051,0.640989394858818,500,1.5,0.219512195121951,0.243781094527363
"100",0.966425951055655,1.0214824459727,1.0675565754397,0.918436688710979,0.984715678082007,500,2,0.131221719457014,0.160092807424594
"101",0.190172891965141,0.0392890847135478,0.133565694931697,-0.625035332041243,0.216863588913674,100,0.5,0.5625,0.666666666666667
"102",0.181614524315853,0.472889811198822,0.390007852619131,0.626799797900375,0.633660105729487,100,1,0.265822784810127,0.265822784810127
"103",1.60843298824328,1.24803495498345,1.04106074168969,1.94836198281021,1.62788812894786,100,1.5,0.333333333333333,0.333333333333333
"104",1.12278706991538,1.27683569215424,1.35788565007787,1.29275197754423,1.23596472139047,100,2,0.0526315789473684,0.136363636363636
"105",1.37168472873807,1.27502661360506,1.14274187527298,1.6598084247846,1.39300596635854,200,0.5,0.449275362318841,0.6
"106",1.28798578601298,1.56083959840863,1.25870806130422,1.59611549829615,1.42723351838522,200,1,0.324503311258278,0.449275362318841
"107",1.27954652457049,0.859711307033857,0.653565841648146,1.1673379076572,1.12939849545475,200,1.5,0.234567901234568,0.25
"108",1.09333707833706,1.31773765418889,1.15487176001553,1.08689939264877,1.28888319017119,200,2,0.183431952662722,0.136363636363636
"109",0.652791531080716,0.317576256566092,0.108722949211003,0.775507345893414,0.797009605548219,300,0.5,0.587301587301587,0.5625
"110",0.918742481620823,0.752369504248172,0.517781484156252,0.625309331630909,0.641022082510997,300,1,0.304347826086957,0.388888888888889
"111",1.4386801403776,1.22161820863032,1.20045779349529,1.50620931739598,1.54218242542923,300,1.5,0.171875,0.224489795918367
"112",1.20944602525644,1.35017309859182,1.27447673308653,1.30483244768407,1.28640988600415,300,2,0.0948905109489051,0.115241635687732
"113",0.980936286209762,0.779340035729447,0.563870589064194,1.23871387002499,1.03780588399936,400,0.5,0.574803149606299,0.652892561983471
"114",0.763095965806272,1.00451852785063,0.869869150564282,1.1353206777927,0.958328017572788,400,1,0.355932203389831,0.413427561837456
"115",1.04750372937678,1.1061796115897,1.10382557672749,1.2145382792988,1.19114532705041,400,1.5,0.176470588235294,0.253918495297806
"116",1.07751748824525,1.06888213817511,1.04561384399072,1.21899298483448,1.0585038549144,400,2,0.162790697674419,0.13960113960114
"117",0.547095033468651,0.546466340877402,0.310160034184324,0.796867982181676,0.817290502377583,500,0.5,0.567398119122257,0.602564102564103
"118",0.76231057444152,0.768263334082368,0.656984320535358,0.826434474652573,0.950367553299844,500,1,0.36986301369863,0.449275362318841
"119",1.27478302379112,1.10745646499898,1.0262618417028,1.30089364673285,1.21405672099513,500,1.5,0.219512195121951,0.243781094527363
"120",1.09044311942631,1.02779311456295,0.953115250658952,0.990010149568642,0.95480748957782,500,2,0.168224299065421,0.182033096926714
"121",-0.279251238709733,0.951751106022731,0.767506305406532,-0.288484460872218,0.354001440496992,100,0.5,0.666666666666667,0.515151515151515
"122",1.88589849082167,1.45020010584161,1.01419856025091,1.34711557043045,1.62277006693454,100,1,0.282051282051282,0.315789473684211
"123",1.43093691894983,1.14004131946894,0.709967821807435,1.26635035038588,1.41084187415512,100,1.5,0.298701298701299,0.265822784810127
"124",0.117926391262783,0.0195880356182444,0.00608172010160626,0.138260655885983,0.0935695392774803,100,2,0.111111111111111,0.162790697674419
"125",0.234280276284722,0.618555904210543,0.557624891355014,0.653819028970509,0.721684946774738,200,0.5,0.538461538461538,0.818181818181818
"126",1.23877790729913,0.860879577182535,0.810115654063246,0.890189414954862,0.937280532133935,200,1,0.398601398601399,0.408450704225352
"127",0.790857483813879,1.11963693551228,1.04779684760492,0.894345995525788,1.02573669929716,200,1.5,0.290322580645161,0.212121212121212
"128",0.755814145881652,0.963208644777429,0.88851968578116,1.09608195204692,1.0702557435705,200,2,0.123595505617978,0.162790697674419
"129",1.58713895289356,1.41568062407409,1.2515759633538,1.52295146419495,1.74507896464674,300,0.5,0.578947368421053,0.714285714285714
"130",0.947639879495578,1.17101595608744,1.15647062290802,1.19718413016134,1.17311085977543,300,1,0.327433628318584,0.339285714285714
"131",1.15361781397774,1.10422070118255,1.13107351431162,1.00694343480183,1.17455572964149,300,1.5,0.204819277108434,0.260504201680672
"132",1.05873263713862,0.852653719078884,0.832777120709,0.862390606833057,0.926800570143549,300,2,0.111111111111111,0.181102362204724
